Number of Authors:,80105
Number of Papers:,100000
Number of Topics:,2433
degree-density-values,credit-distrib-marginalized,credit-distrib-dominant,percent-marg-x,avg-credit-y
5,4,15,,
5,5,13,,
5,6,7,,
5,5,19,,
5,6,17,,
5,5,13,,
5,6,15,,
5,5,7,,
5,5,7,,
5,5,5,,
5,8,11,,
5,5,5,,
5,6,3,,
5,4,5,,
5,6,7,,
5,4,7,,
5,3,5,,
5,4,9,,
5,4,7,,
5,2,11,,
5,6,7,,
5,6,5,,
5,3,13,,
5,6,5,,
5,2,5,,
5,4,3,,
5,2,9,,
5,5,9,,
5,3,5,,
5,3,7,,
5,3,3,,
5,2,7,,
5,3,5,,
5,3,7,,
5,5,3,,
5,11,9,,
5,6,11,,
5,5,9,,
5,6,7,,
5,4,5,,
5,5,7,,
5,6,7,,
5,7,9,,
5,5,13,,
5,3,11,,
5,5,7,,
5,5,7,,
5,10,5,,
5,5,9,,
5,5,5,,
5,6,7,,
5,4,3,,
5,7,11,,
5,3,19,,
5,4,9,,
5,4,11,,
5,3,7,,
5,6,7,,
5,6,13,,
5,4,7,,
5,7,7,,
5,3,11,,
5,10,3,,
5,2,7,,
5,3,9,,
5,2,7,,
5,4,11,,
5,3,11,,
5,8,5,,
5,5,11,,
5,4,5,,
5,8,7,,
5,2,5,,
5,3,3,,
5,6,5,,
5,2,11,,
5,5,7,,
5,4,7,,
5,4,7,,
5,4,11,,
5,4,11,,
5,7,7,,
5,4,11,,
5,4,7,,
5,4,7,,
5,8,7,,
5,6,13,,
5,6,7,,
5,4,7,,
5,4,3,,
5,4,13,,
5,3,9,,
5,5,7,,
5,6,7,,
5,6,7,,
5,4,7,,
5,3,9,,
5,4,5,,
5,4,9,,
5,5,9,,
5,4,11,,
5,6,11,,
5,3,7,,
5,4,9,,
5,3,11,,
5,5,11,,
5,3,9,,
5,4,13,,
5,2,17,,
5,6,9,,
5,7,9,,
5,4,13,,
5,3,11,,
5,3,5,,
5,6,13,,
5,5,7,,
5,3,9,,
5,7,9,,
5,4,3,,
5,5,11,,
5,3,3,,
5,5,11,,
5,5,7,,
5,3,7,,
5,8,11,,
5,4,3,,
5,3,15,,
5,3,5,,
5,4,11,,
5,3,7,,
5,3,7,,
5,6,15,,
5,6,9,,
5,5,7,,
5,5,7,,
5,3,13,,
5,2,17,,
5,4,9,,
5,8,3,,
5,6,11,,
5,4,15,,
5,4,11,,
5,4,9,,
5,8,3,,
5,5,11,,
5,3,7,,
5,3,5,,
5,5,9,,
5,6,9,,
5,5,7,,
5,5,5,,
5,3,7,,
5,4,7,,
5,3,11,,
5,3,7,,
5,2,3,,
5,5,7,,
5,4,7,,
5,3,7,,
5,4,9,,
5,6,7,,
5,3,5,,
5,4,5,,
5,6,9,,
5,3,11,,
5,4,7,,
5,6,15,,
5,3,5,,
5,4,13,,
5,5,9,,
5,5,11,,
5,7,5,,
5,3,11,,
5,2,9,,
5,5,15,,
5,5,13,,
5,8,7,,
5,4,11,,
5,3,9,,
5,6,7,,
5,6,7,,
5,5,9,,
5,4,9,,
5,4,13,,
5,5,9,,
5,5,5,,
5,2,9,,
5,4,7,,
5,5,7,,
5,5,3,,
5,2,9,,
5,4,11,,
5,4,13,,
5,6,11,,
5,3,5,,
5,5,7,,
5,3,5,,
5,3,11,,
5,3,9,,
5,7,5,,
5,4,7,,
5,4,3,,
5,4,3,,
5,3,5,,
5,6,5,,
5,4,7,,
5,4,7,,
5,7,9,,
5,6,5,,
5,3,5,,
5,4,13,,
5,6,9,,
5,2,9,,
5,3,7,,
5,3,13,,
5,4,11,,
5,4,5,,
5,5,15,,
5,4,5,,
5,4,7,,
5,2,5,,
5,6,5,,
5,2,7,,
5,3,13,,
5,2,9,,
5,5,5,,
5,5,11,,
5,4,7,,
5,6,5,,
5,6,7,,
5,3,5,,
5,4,5,,
5,4,5,,
5,4,11,,
5,2,7,,
5,4,5,,
5,7,5,,
5,2,9,,
5,5,13,,
5,2,7,,
5,5,5,,
5,4,9,,
5,7,7,,
5,6,7,,
5,6,13,,
5,4,7,,
5,5,7,,
5,4,11,,
5,3,11,,
5,4,7,,
5,4,13,,
5,5,13,,
5,7,9,,
5,5,11,,
5,5,13,,
5,8,5,,
5,6,7,,
5,5,5,,
5,5,9,,
5,6,9,,
5,2,9,,
5,7,5,,
5,7,3,,
5,4,11,,
5,4,9,,
5,3,7,,
5,5,5,,
5,4,9,,
5,3,7,,
5,5,15,,
5,6,7,,
5,3,11,,
5,2,9,,
5,3,11,,
5,4,13,,
5,4,11,,
5,3,7,,
5,3,11,,
5,2,5,,
5,3,5,,
5,2,7,,
5,2,7,,
5,3,9,,
5,6,7,,
5,4,3,,
4,3,11,,
4,3,19,,
4,4,7,,
4,4,5,,
4,4,5,,
4,2,13,,
4,4,3,,
4,3,9,,
4,6,5,,
4,4,9,,
4,2,7,,
4,6,7,,
4,2,5,,
4,3,9,,
4,6,11,,
4,3,3,,
4,7,5,,
4,7,9,,
4,3,7,,
4,5,5,,
4,3,5,,
4,6,3,,
4,5,9,,
4,4,7,,
4,5,7,,
4,4,5,,
4,3,3,,
4,6,3,,
4,4,5,,
4,5,3,,
4,3,9,,
4,3,3,,
4,5,5,,
4,5,9,,
4,4,7,,
4,7,7,,
4,6,5,,
4,5,5,,
4,4,5,,
4,3,5,,
4,3,11,,
4,3,5,,
4,2,9,,
4,5,5,,
4,2,9,,
4,5,9,,
4,5,9,,
4,3,7,,
4,6,13,,
4,4,3,,
4,4,11,,
4,4,5,,
4,9,7,,
4,6,7,,
4,5,3,,
4,3,3,,
4,8,5,,
4,6,7,,
4,6,9,,
4,3,11,,
4,4,13,,
4,4,9,,
4,2,3,,
4,3,7,,
4,6,7,,
4,7,7,,
4,3,13,,
4,2,9,,
4,3,7,,
4,6,9,,
4,4,5,,
4,2,5,,
4,5,5,,
4,3,5,,
4,2,7,,
4,5,9,,
4,3,5,,
4,4,11,,
4,3,3,,
4,3,3,,
4,3,9,,
4,6,5,,
4,5,5,,
4,8,5,,
4,5,11,,
4,4,11,,
4,6,15,,
4,3,7,,
4,5,5,,
4,6,9,,
4,4,9,,
4,4,5,,
4,6,5,,
4,3,5,,
4,2,7,,
4,4,3,,
4,3,5,,
4,4,5,,
4,4,11,,
4,6,7,,
4,3,5,,
4,3,9,,
4,4,5,,
4,5,9,,
4,5,3,,
4,6,7,,
4,3,5,,
4,3,7,,
4,3,7,,
4,5,5,,
4,8,5,,
4,4,9,,
4,7,5,,
4,2,5,,
4,4,11,,
4,4,7,,
4,4,7,,
4,2,3,,
4,5,9,,
4,2,3,,
4,4,7,,
4,5,5,,
4,7,5,,
4,3,3,,
4,3,5,,
4,7,7,,
4,3,5,,
4,6,7,,
4,3,9,,
4,4,9,,
4,4,7,,
4,4,7,,
4,3,7,,
4,4,5,,
4,5,9,,
4,2,13,,
4,4,7,,
4,2,5,,
4,4,9,,
4,5,9,,
4,2,17,,
4,2,11,,
4,7,5,,
4,7,5,,
4,5,3,,
4,5,7,,
4,3,3,,
4,6,3,,
4,2,7,,
4,5,9,,
4,3,5,,
4,3,7,,
4,4,5,,
4,4,5,,
4,4,7,,
4,2,7,,
4,2,5,,
4,3,5,,
4,5,9,,
4,4,3,,
4,2,11,,
4,3,9,,
4,3,9,,
4,3,5,,
4,4,11,,
4,5,7,,
4,4,7,,
4,6,9,,
4,4,7,,
4,5,5,,
4,3,11,,
4,3,7,,
4,3,3,,
4,4,13,,
4,4,5,,
4,6,7,,
4,4,13,,
4,2,3,,
4,7,7,,
4,7,5,,
4,6,7,,
4,6,11,,
4,4,7,,
4,3,3,,
4,4,11,,
4,5,9,,
4,5,9,,
4,5,17,,
4,4,7,,
4,3,5,,
4,6,5,,
4,3,5,,
4,3,5,,
4,3,3,,
4,3,5,,
4,3,7,,
4,2,3,,
4,4,7,,
4,3,9,,
4,4,5,,
4,3,7,,
4,4,7,,
4,9,11,,
4,4,11,,
4,3,11,,
4,3,3,,
4,5,7,,
4,2,3,,
4,4,9,,
4,4,15,,
4,4,5,,
4,3,7,,
4,5,7,,
4,5,9,,
4,2,11,,
4,2,3,,
4,4,7,,
4,3,7,,
4,2,5,,
4,3,5,,
4,4,9,,
4,3,7,,
4,3,11,,
4,5,3,,
4,4,7,,
4,3,5,,
4,5,7,,
4,4,5,,
4,5,5,,
4,3,7,,
4,4,3,,
4,3,5,,
4,6,7,,
4,4,5,,
4,2,9,,
4,7,15,,
4,2,9,,
4,4,11,,
4,4,9,,
4,4,9,,
4,5,7,,
4,3,5,,
4,5,13,,
4,5,7,,
4,6,5,,
4,2,3,,
4,4,7,,
4,3,7,,
4,2,7,,
4,3,3,,
4,4,5,,
4,4,5,,
4,3,5,,
4,3,5,,
4,7,9,,
4,6,9,,
4,3,5,,
4,4,7,,
4,8,5,,
4,5,11,,
4,3,7,,
4,4,7,,
4,3,5,,
4,2,5,,
4,5,9,,
4,3,5,,
4,5,9,,
4,4,7,,
4,6,7,,
4,4,5,,
4,2,5,,
4,5,5,,
4,2,7,,
4,6,3,,
4,4,7,,
4,4,9,,
4,3,13,,
4,5,3,,
4,4,7,,
4,6,11,,
4,3,3,,
4,6,11,,
4,6,5,,
4,4,7,,
4,5,17,,
4,4,9,,
4,4,3,,
4,5,5,,
4,4,5,,
4,2,5,,
4,2,5,,
4,5,5,,
4,2,7,,
4,3,7,,
4,5,3,,
4,3,7,,
4,6,7,,
4,6,7,,
4,3,13,,
4,5,7,,
4,4,7,,
4,2,5,,
4,2,9,,
4,4,3,,
4,5,5,,
4,3,7,,
4,4,9,,
4,5,5,,
4,4,9,,
4,6,3,,
4,4,5,,
4,2,7,,
4,3,3,,
4,6,7,,
4,3,7,,
4,5,9,,
4,4,9,,
4,4,5,,
4,4,11,,
4,5,7,,
4,2,3,,
4,3,5,,
4,3,3,,
4,3,9,,
4,7,3,,
4,5,11,,
4,2,5,,
4,4,5,,
4,7,11,,
4,5,9,,
4,5,5,,
4,4,5,,
4,2,5,,
4,5,5,,
4,3,9,,
4,4,9,,
4,3,7,,
4,3,9,,
4,4,5,,
4,3,7,,
4,3,7,,
4,2,5,,
4,2,5,,
4,4,11,,
4,5,5,,
4,4,5,,
4,2,11,,
4,3,7,,
4,3,9,,
4,2,5,,
4,5,3,,
4,3,13,,
4,4,5,,
4,6,9,,
4,3,3,,
4,2,7,,
4,4,11,,
4,2,5,,
4,3,3,,
4,3,5,,
4,4,7,,
4,3,3,,
4,4,7,,
4,2,3,,
4,6,7,,
4,3,5,,
4,7,5,,
4,3,7,,
4,5,9,,
4,4,5,,
4,3,5,,
4,3,7,,
4,4,9,,
4,4,7,,
4,4,5,,
4,5,3,,
4,3,5,,
4,3,7,,
4,4,3,,
4,6,5,,
4,4,3,,
4,3,5,,
4,3,7,,
4,4,3,,
4,4,9,,
4,3,3,,
4,2,5,,
4,5,7,,
4,6,7,,
4,3,9,,
4,3,5,,
4,3,5,,
4,2,7,,
4,2,9,,
4,6,5,,
4,5,5,,
4,5,13,,
4,7,5,,
4,2,9,,
4,4,7,,
4,5,5,,
4,4,7,,
4,5,9,,
4,4,3,,
4,5,9,,
4,4,5,,
4,3,5,,
4,5,5,,
4,3,5,,
4,3,5,,
4,2,5,,
4,3,5,,
4,3,7,,
4,2,7,,
4,2,11,,
4,3,7,,
4,3,3,,
4,3,5,,
4,2,3,,
4,4,3,,
4,2,3,,
4,7,5,,
4,4,7,,
4,4,3,,
4,4,7,,
4,6,9,,
4,5,9,,
4,2,5,,
4,3,7,,
4,2,3,,
4,2,3,,
4,3,3,,
4,3,5,,
4,3,3,,
4,2,5,,
4,3,5,,
4,6,7,,
4,2,3,,
4,2,7,,
4,3,11,,
4,4,3,,
4,2,7,,
4,3,9,,
4,4,7,,
4,3,7,,
4,2,3,,
4,4,7,,
4,3,7,,
4,4,11,,
4,2,9,,
4,4,3,,
4,2,3,,
4,4,7,,
4,7,3,,
4,4,3,,
4,6,5,,
4,4,3,,
4,5,3,,
4,3,3,,
4,2,3,,
4,5,5,,
4,2,5,,
4,2,9,,
4,3,5,,
4,2,7,,
4,6,5,,
4,3,13,,
4,5,3,,
4,2,7,,
4,2,5,,
4,5,15,,
4,4,3,,
4,3,7,,
4,5,7,,
4,3,9,,
4,3,5,,
4,4,9,,
4,2,7,,
4,3,5,,
4,3,7,,
4,2,11,,
4,4,11,,
4,6,5,,
4,4,9,,
4,6,7,,
4,4,9,,
4,5,11,,
4,5,9,,
4,4,7,,
4,4,7,,
4,5,3,,
4,2,7,,
4,3,7,,
4,3,3,,
4,2,5,,
4,4,3,,
4,3,5,,
4,4,5,,
4,7,7,,
4,3,7,,
4,5,9,,
4,3,9,,
4,5,7,,
4,3,9,,
4,4,7,,
4,4,3,,
4,3,5,,
4,4,7,,
4,3,7,,
4,2,7,,
4,3,11,,
4,4,5,,
4,2,3,,
4,3,3,,
4,3,7,,
4,3,3,,
4,5,3,,
4,3,3,,
4,3,3,,
4,3,7,,
4,4,5,,
3,3,3,,
3,5,5,,
3,3,5,,
3,4,5,,
3,2,3,,
3,6,5,,
3,5,9,,
3,4,7,,
3,2,3,,
3,4,3,,
3,4,5,,
3,3,7,,
3,3,11,,
3,5,11,,
3,3,5,,
3,4,7,,
3,5,9,,
3,2,5,,
3,4,7,,
3,3,5,,
3,3,5,,
3,4,7,,
3,4,7,,
3,2,5,,
3,3,5,,
3,2,5,,
3,6,9,,
3,2,13,,
3,3,5,,
3,3,7,,
3,5,9,,
3,5,11,,
3,4,7,,
3,2,5,,
3,3,3,,
3,3,9,,
3,2,7,,
3,3,5,,
3,3,3,,
3,4,7,,
3,4,7,,
3,3,9,,
3,3,3,,
3,3,3,,
3,2,7,,
3,2,5,,
3,4,5,,
3,5,3,,
3,4,5,,
3,3,5,,
3,2,5,,
3,4,5,,
3,3,5,,
3,2,7,,
3,4,5,,
3,6,9,,
3,3,5,,
3,2,13,,
3,2,7,,
3,2,3,,
3,4,9,,
3,4,5,,
3,2,7,,
3,4,7,,
3,3,3,,
3,4,3,,
3,2,7,,
3,4,5,,
3,2,5,,
3,3,5,,
3,4,11,,
3,2,7,,
3,4,5,,
3,2,5,,
3,2,5,,
3,4,5,,
3,3,7,,
3,3,3,,
3,3,3,,
3,2,7,,
3,4,3,,
3,2,5,,
3,2,3,,
3,5,11,,
3,2,3,,
3,3,3,,
3,3,9,,
3,3,3,,
3,2,3,,
3,2,7,,
3,3,5,,
3,3,3,,
3,3,3,,
3,3,7,,
3,3,3,,
3,3,7,,
3,2,5,,
3,2,5,,
3,4,5,,
3,4,3,,
3,2,5,,
3,4,5,,
3,3,7,,
3,3,5,,
3,2,7,,
3,5,7,,
3,3,3,,
3,2,7,,
3,5,3,,
3,3,11,,
3,2,3,,
3,2,3,,
3,4,9,,
3,5,5,,
3,2,7,,
3,4,5,,
3,2,3,,
3,3,3,,
3,3,3,,
3,4,9,,
3,4,3,,
3,4,3,,
3,6,5,,
3,3,3,,
3,4,7,,
3,3,9,,
3,8,5,,
3,3,5,,
3,2,11,,
3,2,5,,
3,2,7,,
3,5,3,,
3,3,5,,
3,2,7,,
3,3,5,,
3,5,9,,
3,5,5,,
3,3,5,,
3,3,7,,
3,3,3,,
3,4,3,,
3,2,9,,
3,3,3,,
3,2,7,,
3,3,5,,
3,6,5,,
3,3,5,,
3,4,5,,
3,3,7,,
3,3,5,,
3,7,5,,
3,5,3,,
3,4,5,,
3,2,9,,
3,2,3,,
3,4,7,,
3,3,5,,
3,5,5,,
3,2,9,,
3,4,9,,
3,3,5,,
3,3,7,,
3,3,13,,
3,4,5,,
3,2,3,,
3,2,5,,
3,4,7,,
3,3,7,,
3,3,3,,
3,3,9,,
3,3,3,,
3,3,5,,
3,3,13,,
3,4,13,,
3,3,3,,
3,2,5,,
3,2,5,,
3,5,5,,
3,4,7,,
3,2,3,,
3,2,15,,
3,5,7,,
3,3,3,,
3,3,3,,
3,8,7,,
3,4,3,,
3,3,7,,
3,3,5,,
3,6,3,,
3,5,7,,
3,2,5,,
3,3,7,,
3,3,3,,
3,4,7,,
3,4,7,,
3,3,7,,
3,3,9,,
3,2,3,,
3,4,9,,
3,2,13,,
3,2,7,,
3,4,7,,
3,5,7,,
3,3,11,,
3,2,5,,
3,6,5,,
3,4,3,,
3,4,11,,
3,4,5,,
3,4,5,,
3,2,5,,
3,5,5,,
3,4,5,,
3,4,5,,
3,2,5,,
3,3,5,,
3,2,5,,
3,4,3,,
3,3,7,,
3,5,9,,
3,3,3,,
3,3,3,,
3,3,5,,
3,3,5,,
3,3,5,,
3,2,3,,
3,2,3,,
3,3,5,,
3,3,3,,
3,2,3,,
3,3,3,,
3,2,3,,
3,5,5,,
3,4,7,,
3,3,7,,
3,2,3,,
3,2,5,,
3,3,3,,
3,5,5,,
3,3,3,,
3,2,9,,
3,4,7,,
3,5,3,,
3,3,5,,
3,3,3,,
3,2,5,,
3,3,3,,
3,4,5,,
3,3,3,,
3,4,5,,
3,2,5,,
3,4,3,,
3,2,7,,
3,4,5,,
3,2,9,,
3,2,7,,
3,3,5,,
3,2,9,,
3,2,5,,
3,5,3,,
3,2,3,,
3,3,7,,
3,3,5,,
3,3,9,,
3,2,7,,
3,2,5,,
3,3,3,,
3,4,7,,
3,4,9,,
3,2,5,,
3,2,5,,
3,4,3,,
3,2,7,,
3,3,7,,
3,4,5,,
3,2,5,,
3,3,5,,
3,3,9,,
3,3,3,,
3,2,5,,
