Number of Authors:,79929
Number of Papers:,100000
Number of Topics:,3015
degree-density-values,credit-distrib-Marginalized,credit-distrib-Dominant,percent-marg-x,avg-credit.y
23,162.15286700529327,511.7069635715772,0.5150078988941548,16.643885444341805
22,93.82343743087633,492.46503355539016,0.5714285714285714,16.27972747209413
21,227.78830253730115,598.4648259490381,0.4934169278996865,18.26335080002421
21,93.28673060956186,199.2907451695493,0.520814880425155,15.685635934847939
18,105.35378586565108,184.5498816812351,0.0,7.569822514399841
17,83.54755609418181,106.17686600820686,0.0,7.569822514399841
16,84.35642122838576,569.1529997561113,0.0,7.569822514399841
16,75.91961253759779,201.067423055187,0.5063291139240507,17.840851875800418
15,64.44417062870338,324.57883567918617,0.5024154589371981,16.082436905453516
15,24.341776616030593,231.38391838650105,0.5061728395061729,15.172038725683471
15,34.96565460393636,67.1530807035219,0.5054667788057191,16.227960623179463
14,71.89543693181665,285.78889066787946,0.42105263157894735,20.33623598278268
14,44.712279821534565,399.7181197470281,0.5367647058823529,34.05428516693636
14,100.49519543470538,129.4413108067974,0.6774193548387096,18.02084389418359
14,94.23291019320041,390.13757929998076,0.4881889763779528,21.87055369056168
13,31.07486792911322,175.6109042242277,0.49709302325581395,17.257063296669468
13,47.760282743129586,268.6129462235452,0.5207373271889401,15.669692214408464
13,32.548733306691105,335.52735378065654,0.45098039215686275,15.505800413405236
13,124.55303187485535,192.30413842811586,0.5,20.76029389932191
13,77.73165128395466,321.9143270073654,0.5052264808362369,14.88975197808364
13,7.103389478512841,89.76001580908455,0.47058823529411764,11.717553239224635
13,41.040694455345246,95.05358604090992,1.0,9.267375173873834
13,76.57904112779099,163.75900465837873,0.35294117647058826,15.455782288169033
12,30.935790828422004,65.16174345697583,0.3333333333333333,12.261604802480603
12,58.2360800841986,7.569822514399841,0.55,18.332740487833565
12,42.6516178596695,175.29334776350126,0.509090909090909,17.40242292021374
12,67.93706818438677,30.115803223476213,0.5,15.928938578566425
12,10.543708894932525,67.6845650174647,0.375,18.52727462165957
12,67.31022674410299,182.4395395477202,0.5,10.26865631597087
12,37.88908236645531,55.79202143471291,0.5,14.609885209530816
12,37.16056949516136,97.20646966086727,0.47368421052631576,50.3931135891974
12,43.1282752174415,140.66587576993103,0.4874551971326165,17.9836962278076
12,29.351055482597996,227.31847465204206,0.0,27.36625561462329
12,39.27021623273998,75.1972318760606,0.4878048780487805,18.075443410777943
12,47.94368643178514,101.31512107452652,0.0,27.36625561462329
11,73.50477906541626,110.92255169534066,0.453125,19.541371208372688
11,49.49771158490981,59.703149365056,0.3333333333333333,12.261604802480603
11,54.12527561792932,72.73062693974043,0.3333333333333333,12.261604802480603
11,53.97881395133447,173.01562821864633,0.562962962962963,13.750381636994607
11,43.37008877748168,58.24371858719013,0.5056818181818182,14.578676282034884
11,76.3463050193638,156.4539377557372,0.5,10.715345027650303
11,79.90802701059904,93.94136157191635,0.3333333333333333,12.261604802480603
11,48.76412100274652,73.83754654818443,0.1,13.164582642171192
11,10.61830580877425,122.34033104971203,0.4166666666666667,10.858025645136147
11,55.27706609543676,89.85033017944639,0.425,10.320792529545628
11,31.17331341037026,364.1032130874741,0.38095238095238093,16.69634796673318
11,24.654939512535968,135.05685534346185,0.375,15.252592815495587
11,49.20815666835247,21.085466932416505,0.5020491803278688,11.606699211908108
11,21.698812683903828,145.65830172676422,0.6,7.998978176878913
11,20.81289956539647,67.22315024296088,0.5,13.722897798626917
11,64.47436358879871,43.760570303500856,0.4482758620689655,14.170903217588428
11,41.54985609494568,53.21939749378966,0.5833333333333334,18.455458632088764
11,67.98760607152448,222.25760232870988,0.0,6.303789669379678
11,19.427418556593217,60.50407782193773,0.5,18.97237326043471
11,12.737893805476507,94.52933757167384,0.25,15.835215891971075
11,40.06437370877473,54.52966019295228,0.0,7.2380116511526555
11,16.84938461009384,77.6328086421045,0.8,24.628641014650736
10,74.67386234118979,111.19863332023598,0.4988558352402746,12.29458560674822
10,13.010729191767293,188.94452581064297,0.5714285714285714,12.973228283080605
10,9.428622660874664,330.4032901078833,0.4603174603174603,13.00615999103147
10,53.39167104470311,252.88967627562414,0.49184782608695654,11.954875652027711
10,22.768004554043817,86.33750754922124,0.42105263157894735,15.102844844542822
10,19.187062120876305,37.12361146354964,1.0,8.569641954056651
10,20.088327777089507,97.50717267888633,0.38461538461538464,8.834546660164678
10,112.78600362971059,88.78075891470957,0.4166666666666667,8.529420291081578
10,22.80811246072905,87.23141144393948,0.6666666666666666,43.979077834169196
10,83.12534505809143,86.97529337107993,0.5370370370370371,9.292101802768407
10,25.660701869175504,74.90570377603119,0.5294117647058824,56.61097558258932
10,14.510263393820361,164.14037758627657,0.3333333333333333,55.75346643615726
10,56.944679168685454,80.95605512737488,1.0,15.969365860228322
10,37.39652368801289,48.10172190002695,0.6666666666666666,32.12419718850375
10,18.80224509876246,52.42861175931592,0.6428571428571429,40.62654409598729
10,67.59742181979817,66.33024925318854,0.5555555555555556,19.662670097442906
10,48.09294622736228,53.45698497166178,0.5,72.30658004404299
10,20.252226868603643,128.77016367603906,,
10,16.925667249738776,327.4075317070902,,
10,38.21967903605012,90.99730453838086,,
10,36.48045589422603,48.22215196482865,,
10,11.180213031617182,86.16553139528291,,
10,20.12294796684339,79.09467484740723,,
10,23.25610929790863,245.37418495469004,,
10,93.20373675127902,78.56422495266693,,
10,33.01743251505571,80.16023786301446,,
9,31.257653631422144,105.03513677447268,,
9,46.962365009531034,212.21161584945523,,
9,57.914291991475494,178.72545406465116,,
9,27.230963971367434,100.38448224609901,,
9,12.288050821692604,89.81026836041282,,
9,30.25374613333982,71.07727446218415,,
9,50.173018370099136,74.91843505064979,,
9,49.87169056255671,81.74859916946286,,
9,29.303586246430758,139.9094981258497,,
9,40.25435074864702,76.1037539875857,,
9,16.00136487139097,46.06828699570247,,
9,7.5829059301118225,69.80322224707473,,
9,59.363242738650634,93.13408377165001,,
9,21.59281974719138,94.48560299152484,,
9,34.368246038135915,48.24890020132715,,
9,30.64264955063677,105.06841370840135,,
9,28.492872447609923,61.12178914693047,,
9,23.050890673723607,35.34386878877924,,
9,5.145939883905656,64.22896129279633,,
9,27.57090490418442,113.6818557085389,,
9,63.27122180144417,30.23756280281455,,
9,11.611791485619014,25.595786557126534,,
9,46.8175548984702,87.64369432358879,,
9,5.831751156037023,149.2192024034527,,
9,8.961867599411466,24.80764761110533,,
9,43.873460403960195,87.06031459349532,,
9,38.0699798162643,62.64653110623145,,
9,62.226020765474836,165.39210895521353,,
9,8.245530230850216,65.21048488786445,,
9,28.86507482580126,28.43123265646826,,
9,69.8784793359522,117.39330354891761,,
9,22.113060038321684,19.35209378799783,,
9,15.801142582548565,60.65124075510215,,
9,11.823581256577265,62.25756687034015,,
9,23.333751470900957,162.6918120294696,,
9,19.45779147264047,54.01577193736905,,
9,12.45494124943863,249.1004686305571,,
9,15.14262318384365,77.29742431587539,,
9,54.18529615311444,89.88306172002358,,
9,41.02814010637633,63.617864077302855,,
8,32.4645749848843,27.301393310392882,,
8,80.98045378557136,256.79433812406955,,
8,35.477189979287786,179.47050287086705,,
8,32.17902631533985,191.14464219293225,,
8,48.7657611207278,97.52253372937545,,
8,62.439482624159496,26.97621203870777,,
8,15.589981417517354,169.2866852420186,,
8,11.173725889337831,46.98905355072469,,
8,44.97153138197558,222.0529616726249,,
8,23.86370885896389,84.67064713394484,,
8,20.936697222157832,75.52869851641196,,
8,44.735149872343335,129.9542505964865,,
8,59.75744243936479,18.501893127850426,,
8,63.51881033861969,240.85002782305082,,
8,47.55663739733592,105.4173221024863,,
8,24.951109257329442,67.65954447830079,,
8,26.688321532148095,82.61815532888224,,
8,8.240204766059465,95.43824499155643,,
8,19.670143820043172,27.01923778066047,,
8,141.80685661276382,116.38869315227693,,
8,52.50417556922156,77.94124125183357,,
8,12.384276540186667,53.342692296229835,,
8,23.156654493026892,100.16524428964223,,
8,7.943148386921492,58.76222975936227,,
8,55.03431038428066,163.12714147176416,,
8,24.89472895877123,72.01348287087079,,
8,9.411297497716003,84.88235077281453,,
8,8.00958741234681,153.67421832571264,,
8,22.356689591975826,34.69841334353683,,
8,23.89643702103546,100.53850419405967,,
8,81.43672718772669,59.29283642371867,,
8,11.875002827902026,118.23653645513582,,
8,34.46876124530747,197.64869967800811,,
8,27.832307287010018,161.70879804279565,,
8,16.532111890677538,54.051026851823984,,
8,21.136808509632793,95.6001054384932,,
8,7.933128213807553,52.05773979276172,,
8,28.42229371371011,91.50627983211285,,
8,29.293265248799766,58.15274464884416,,
8,26.725709223404785,102.65023857919189,,
8,50.148206544607476,86.77365184286802,,
8,28.674405675942197,56.24733780799771,,
8,35.09294294596819,63.04257864154121,,
8,17.778964352264957,13.455397164373547,,
8,24.795979641782964,47.24499346456924,,
8,25.775693006002975,51.41900384661864,,
8,14.863506599311403,48.961953681165014,,
8,51.79825018282851,101.1784250213634,,
8,12.668455352527449,42.167220381412214,,
8,25.57386344075712,62.21776758482285,,
8,45.20659422304561,82.70826410056078,,
8,33.71714949814355,114.93206416025747,,
8,24.7232049209182,47.13224141892297,,
8,71.59665861795173,33.07248973375949,,
8,30.961819567237903,24.413942235360587,,
8,53.438902854127015,55.75201649703189,,
8,6.704003476726532,16.332886759097917,,
7,11.81575198035596,63.4494973003908,,
7,20.38040572664549,61.27139493830691,,
7,24.041844250900425,98.54751970117026,,
7,60.510159943041074,127.27518448598835,,
7,16.85610876858158,61.21555100324315,,
7,54.403293007328344,11.717624057015694,,
7,18.671896014091754,56.613606969606245,,
7,36.03315004710767,21.52690034335271,,
7,27.073211710694142,115.96017438463397,,
7,16.991608406034004,83.30200321474703,,
7,45.99258426585467,67.19330300663853,,
7,89.4153499571249,40.264683216013026,,
7,3.5401368728479174,265.7457575675543,,
7,5.344801528925422,41.28242180715358,,
7,6.1159617050268835,112.32732110100582,,
7,5.726055749224084,31.171451982501107,,
7,21.282966706872113,54.03064178005317,,
7,5.991214310061911,28.07237211106319,,
7,23.246760549573743,61.88744674522562,,
7,22.697333659897787,168.54759138554644,,
7,10.016876987995287,32.66937794768823,,
7,15.472793078378004,29.225242389831855,,
7,40.37954430227202,53.74549670129261,,
7,33.804098569161454,5.5592404949127845,,
7,25.219138685825016,45.70750152575477,,
7,17.32728230643016,61.10361641336713,,
7,42.16911416027408,50.099183532374624,,
7,33.04659074516122,53.83707901138618,,
7,37.13673829785673,36.634908947183014,,
7,30.81549873271126,43.542273848375274,,
7,22.446778082297453,88.46837206714213,,
7,10.135386042060635,293.26157402243416,,
7,52.82310149980809,78.25758502122214,,
7,32.27278220413708,62.10015278039578,,
7,15.74477975728182,119.53488784693936,,
7,35.61919011686186,64.17405669777663,,
7,14.392033367403858,84.53236321440282,,
7,8.398408602648697,84.22071426256491,,
7,11.451910812503186,60.37090542223348,,
7,26.221316012166163,67.62234237296224,,
7,9.713507767285062,98.33642812102568,,
7,28.03914320338825,151.67180100979198,,
7,11.335314203433729,70.46393977173837,,
7,7.9803007724311295,222.49784973692311,,
7,20.96602743228457,89.90331779131932,,
7,69.39494905059357,119.24575733380317,,
7,26.752380481170153,90.43576774920943,,
7,45.21894931355036,82.38856308252028,,
7,40.99305804654122,37.465674431563855,,
7,6.108948665032928,20.881535249175187,,
7,28.5001293620419,16.7915068518352,,
7,11.253894161892525,39.26524099548824,,
7,25.474781577237042,20.196781949053097,,
7,18.274032743577457,57.961535268581116,,
7,8.98618236250078,28.332614377834556,,
7,32.04262947207731,23.131101631737728,,
7,22.920423941612555,61.73520414214214,,
7,14.076206761548395,30.05861523604905,,
7,23.222533086126628,81.82945295481672,,
7,18.43610117675371,84.30135567701018,,
7,12.229100625714368,40.895146806047535,,
7,39.641785593359316,56.6447184942521,,
7,39.280134920946196,60.692998504595415,,
7,37.37772010096459,48.022867453455106,,
7,13.48246267833429,38.64567302171625,,
7,23.859489161040887,68.11422653689301,,
7,32.74495573673097,34.49639079419005,,
7,16.372742026914853,51.7189045196711,,
7,37.48331284456423,31.53810848154599,,
7,20.93547644599345,133.13429893638715,,
7,45.52391457369305,45.19094750753586,,
7,28.603015089457024,83.4164943885944,,
7,19.07322149826817,29.089101085305256,,
7,29.54864697096205,75.15690853116541,,
7,39.28066644634615,14.663015181831113,,
7,24.497925497500187,15.09053098714896,,
7,43.56388524638896,96.11730338173624,,
7,27.0804198469698,42.17892899979664,,
7,121.4907405685191,51.760715023969674,,
7,25.51608759419603,33.943350259889016,,
7,10.36447095234703,50.14297699932999,,
7,14.416085030321566,56.60829275271471,,
7,18.31313125056837,41.775674870353555,,
7,14.311154128993667,21.992790051561236,,
7,30.9469881181346,33.2840170671226,,
7,16.354858728977728,47.8922572951311,,
7,13.836694849500732,30.786711691958807,,
7,9.267375173873834,18.338558727105244,,
7,18.066449677464394,76.65036154159729,,
7,12.384468892103616,54.84069845526341,,
7,52.90860212668737,11.26154903956703,,
7,27.893980204993625,96.24907994543001,,
7,19.93152971931567,43.2743544127062,,
7,11.40237705146451,49.97029740026066,,
7,11.31234237407497,57.25711264611814,,
7,21.604780304090994,58.08243506803215,,
7,29.384358145058883,39.33762020141896,,
7,8.82631794429828,107.22892011243825,,
7,30.458132516504847,77.57775806824688,,
7,34.41799524356658,42.35090529953036,,
7,35.45167765411898,24.828510801709093,,
7,54.73178232105174,43.388330283595906,,
7,18.391158818015626,27.123804635990155,,
7,30.77632561099501,26.418949185087055,,
6,19.344142947263062,163.35022943619597,,
6,37.13480729330311,45.22948267180955,,
6,23.389838827263517,29.06608116092241,,
6,23.490462841314418,70.8518002901782,,
6,16.686795040702833,28.041324778403748,,
6,12.761019600216752,20.115619470567506,,
6,7.170080233459953,49.743750967716146,,
6,5.753395672056982,21.784828644805962,,
6,29.3526943832248,62.51308050074137,,
6,51.11533461737457,31.311102036634004,,
6,14.811351119447961,64.94092043632428,,
6,16.635809901952197,28.669086829080186,,
6,7.240415715366893,68.75750051784425,,
6,19.501760683358874,53.22764734226211,,
6,4.186152964345303,48.18293502501781,,
6,29.387903375013366,31.28131571860893,,
6,9.072803947391582,17.1855206629901,,
6,32.51776342705462,22.475764538902602,,
6,19.652820399683527,57.40923704387303,,
6,10.175644724421478,33.60012714297784,,
6,37.06076866431969,45.82626891860821,,
6,29.41778306657917,24.23758666439335,,
6,15.111633041650107,50.033185060014446,,
