Number of Authors:,8033
Number of Papers:,10000
Number of Topics:,256
author-id,author-degree,author-credit,author-type,,percent-marg-x,avg-credit-y,num-authors
1,16,463.2279850369737,Dominant,,0.4977267806884607,19.41975997515909,4619
2,17,421.43596865307546,Dominant,,0.5055387713997986,18.03471946230922,993
3,30,1057.9607566911604,Dominant,,0.4845147969717825,17.65667193655044,1453
4,19,139.8879969734928,Marginalized,,0.4857142857142857,18.69306736464498,140
5,35,1210.2773475365943,Dominant,,0.42857142857142855,14.679733749229953,7
6,3,17.260088493216056,Marginalized,,0.5084745762711864,12.179534040571188,59
7,7,154.43079851141135,Dominant,,0.6875,16.272690210634988,16
8,17,153.54901893546372,Marginalized,,0.48,19.33930932307798,50
9,14,133.12293931471223,Marginalized,,0.375,28.93960406384428,8
10,26,610.2223545174044,Dominant,,0.5,11.187049791127235,2
11,6,97.27296134817841,Dominant,,0.576271186440678,14.62284183519348,177
12,18,204.3035458859897,Marginalized,,0.5384615384615384,14.480407554412478,13
13,6,86.01559409219581,Dominant,,0.0,10.78651074684308,1
14,19,129.0143066286797,Marginalized,,0.5227817745803357,16.95186359182028,417
15,15,89.48948241624706,Marginalized,,0.0,10.78651074684308,1
16,8,80.1104514829344,Marginalized,,0.4520547945205479,16.22211278563397,73
17,5,141.74071933313084,Dominant,,0.5789473684210527,11.064153622677797,19
18,26,737.504684011861,Dominant,,0.5227272727272727,14.658052459693558,176
19,15,275.32218994627215,Dominant,,0.4,16.07680733247104,5
20,14,467.3050643144012,Dominant,,0.4840764331210191,15.218351213970234,157
21,9,61.645866460201084,Marginalized,,0.44871794871794873,28.792235450392056,78
22,5,47.02492497109962,Dominant,,0.6153846153846154,12.204419750859715,13
23,3,19.669951911440506,Marginalized,,0.0,10.78651074684308,1
24,13,99.43196652482816,Marginalized,,0.5283018867924528,15.201930573892204,53
25,21,283.0237889908839,Marginalized,,0.45098039215686275,15.864341797223679,204
26,8,154.3750152708972,Dominant,,0.47058823529411764,43.01764822295922,17
27,11,111.7151297316149,Marginalized,,0.483695652173913,15.083056261836626,184
28,15,359.26758493931527,Dominant,,0.5145631067961165,17.38174673109324,103
29,13,207.6368857672697,Dominant,,0.36,28.592112215119613,50
30,19,558.889812485529,Dominant,,0.34615384615384615,13.407222091432509,26
31,6,22.547017031174104,Marginalized,,0.3870967741935484,12.785001995839265,31
32,13,143.6022094953476,Marginalized,,0.4896907216494845,17.889205946721994,194
33,8,127.1597925990757,Dominant,,0.4943820224719101,15.013729262210273,89
34,11,124.64999108550646,Dominant,,0.4791666666666667,17.221806091052187,240
35,8,151.57795528672202,Dominant,,0.4888888888888889,18.053212298082556,180
36,9,179.89100518308246,Dominant,,0.43283582089552236,14.84292738899303,67
37,9,57.41251760145505,Marginalized,,0.4690265486725664,14.89306968040337,226
38,11,224.52103922448683,Dominant,,0.484472049689441,17.841307363967857,161
39,5,256.74435858503506,Dominant,,0.4225352112676056,14.817745741603918,71
40,11,279.47084912826654,Dominant,,0.4807692307692308,15.031352127292912,156
41,13,350.9625980764169,Dominant,,0.477124183006536,14.862493834858627,153
42,12,86.61540387778844,Marginalized,,0.4801980198019802,13.93260740815069,202
43,16,97.98323609007673,Marginalized,,0.4690721649484536,16.714802123977393,194
44,8,124.26589679910681,Dominant,,0.4367816091954023,15.172753679802364,87
45,7,165.62695910478334,Dominant,,0.4744525547445255,15.037389489742509,137
46,10,223.0241972303573,Dominant,,0.47735191637630664,16.22359202484463,287
47,7,86.25987912135949,Dominant,,0.4260869565217391,16.23022301073658,115
48,18,692.418262243711,Dominant,,0.4146341463414634,19.008578409826118,41
49,12,132.6939211829431,Marginalized,,0.43243243243243246,16.559791473470707,148
50,8,87.3280236673985,Dominant,,0.4166666666666667,15.78681640819004,12
51,6,38.331808608422314,Marginalized,,0.42168674698795183,14.46809206279842,166
52,15,150.523605298277,Marginalized,,0.46774193548387094,11.942295613372192,62
53,7,115.2398910465523,Dominant,,0.4682080924855491,19.27389749138723,173
54,10,68.1329338538046,Marginalized,,0.5128205128205128,14.69855900640985,39
55,5,113.60517590622882,Dominant,,0.3870967741935484,14.694312279838714,31
56,7,47.727729439515024,Marginalized,,0.42857142857142855,13.000653898324694,7
57,7,104.93583278629528,Dominant,,0.421875,14.974403684820633,64
58,5,21.34791957347936,Marginalized,,0.3333333333333333,22.306190294314572,3
59,3,25.04066540099437,Dominant,,0.0,6.2125779942793224,1
60,12,286.7846559438382,Dominant,,0.0,6.2125779942793224,1
61,15,354.15290170807447,Dominant,,0.0,6.2125779942793224,1
62,7,33.849572954794624,Marginalized,,0.52,15.295498965469442,25
63,14,113.43425817487575,Marginalized,,0.0,6.2125779942793224,1
64,6,36.02206985983127,Marginalized,,0.4,17.05913606350233,15
65,10,210.5274588903403,Dominant,,0.47785547785547783,17.318594898750746,429
66,10,223.37724521251928,Dominant,,0.47058823529411764,10.095702913485356,17
67,10,68.24387336126303,Marginalized,,0.3684210526315789,64.83424529954968,19
68,4,17.71449438098631,Marginalized,,0.0,6.2125779942793224,1
69,14,84.4479651556745,Marginalized,,0.375,20.15497390995305,8
70,3,19.122704990244873,Dominant,,0.4790697674418605,11.048585016390607,215
71,2,40.487337200152425,Dominant,,0.0,13.3276835898279,1
72,6,81.95492650338888,Dominant,,0.41509433962264153,18.798804660928663,106
73,14,67.51881029529687,Marginalized,,0.35714285714285715,10.661148111565245,14
74,5,36.802702929763115,Marginalized,,0.4,12.510795351548726,5
75,10,60.58235253454223,Marginalized,,0.5,10.31327071187237,4
76,9,171.34142205974956,Dominant,,0.3448275862068966,24.54504226653368,29
77,7,175.6160525350606,Dominant,,0.4,32.4699179617035,5
78,6,42.67015329378513,Marginalized,,0.5,13.85089120950565,8
79,6,28.82064092937269,Marginalized,,0.41379310344827586,32.64124133840675,29
80,8,49.0069253282761,Marginalized,,0.3333333333333333,18.778776131138788,6
81,9,98.7914778415635,Marginalized,,0.3333333333333333,44.585904688718216,3
82,10,217.99679938953975,Dominant,,0.0,13.3276835898279,1
83,7,165.252646423366,Dominant,,0.6666666666666666,24.808747018404443,6
84,4,23.99343026380682,Marginalized,,0.5714285714285714,22.8257074199507,7
85,11,240.690952348341,Dominant,,0.2916666666666667,14.222045417717474,24
86,17,98.86794091568608,Marginalized,,0.5333333333333333,46.038403875222365,15
87,8,39.88485262961275,Marginalized,,0.5,25.989717715154573,4
88,7,103.11839705042516,Dominant,,0.539906103286385,15.35280508067784,213
89,2,16.983040922595702,Dominant,,1.0,6.774482360284686,1
90,4,17.80678905590426,Marginalized,,1.0,11.40260131615215,1
91,11,283.7005411542201,Dominant,,1.0,25.525866282598546,2
92,5,55.178142834404746,Dominant,,0.3333333333333333,24.54132577373062,6
93,6,28.098676299210904,Marginalized,,0.0,10.753411763161232,1
94,2,21.640479164220427,Dominant,,0.6666666666666666,7.533909172313294,3
95,6,170.1825950120558,Dominant,,0.0,44.36950817105458,3
96,9,57.34114689190371,Marginalized,,0.5,54.1423390676448,2
97,6,19.488398777677478,Marginalized,,0.2,35.40935956958402,5
98,6,85.85630708546337,Dominant,,0.6666666666666666,40.26396932830568,3
99,2,6.431792582038439,Marginalized,,0.45161290322580644,16.01383597902966,186
100,9,65.50539087236643,Marginalized,,0.0,8.088468295996197,1
101,6,31.051143698941218,Marginalized,,0.3333333333333333,33.978334921281316,9
102,4,19.307849125414783,Marginalized,,0.0,42.138288563037534,1
103,11,78.47980320350257,Marginalized,,0.38461538461538464,27.236576873299388,13
104,9,76.15134882778077,Marginalized,,0.25,20.18301553288172,8
105,7,184.242138102096,Dominant,,0.0,26.445850163099383,2
106,4,22.337979652398403,Marginalized,,0.4444444444444444,19.237231305168407,18
107,17,287.37538554306485,Dominant,,0.4,28.494557915461296,5
108,4,24.589340850756017,Marginalized,,0.3333333333333333,44.30044916251027,6
109,7,62.449806166793046,Marginalized,,0.0,10.753411763161232,1
110,3,36.175407546417446,Dominant,,0.25,28.168619279964958,4
111,6,24.68354430449973,Marginalized,,0.35294117647058826,55.161523068872135,17
